smiles,docking_score
CC(=O)O[C@H]1C[C@](C)(O)[C@@]23C[C@@H](C(=O)C[C@@H]2[C@H]1O)C(C)O3,-0.994
CC=CC(O)=CC(=O)C(Cl)(Cl)Cl,-5.323
Cc1ccccc1CCCCCC[C@H](O)CO,-7.062
C[C@@H]1C[C@H](C)[C@H](OO)C1,-4.705
CCCC=C[C@H]1[C@H](O)C(C)=C(C)C2CNC(=O)[C@]21O,-4.306
CC1=CCCC[C@H]1CC(=O)Nc1ccccn1,-6.855
CC[C@H]1OC1(C)[C@H]1C[C@H](OC(C)=O)CC[C@@]12CO2,-4.668
O=C1c2cccc(O)c2C(=O)c2c1oc1c(CO)coc21,-9.407
CCOC(=O)CC(O)O,-4.759
CCC[C@@H](OC=O)[C@@H](O)[C@@H](C)O,-5.183
CC(=O)O[C@H]1C[C@H](O)[C@H]([N-][NH2+][NH-])O[C@H]1C,-6.057
CC(O)[C@H]1C[C@H](C(N)=O)[C@]2(N1)C(O)=Nc1ccccc12,-4.195
C[C@H]1C[C@H](O)[C@@H](O)[C@H](O[C@@H]2C[C@@H](CO)OC[C@H]2O)O1,-5.831
C/C(C=O)=C/C[C@@H](O)/C=C\[C@H](C)[C@H](O)[C@@H](C)/C=C(/C)C=O,-5.677
N[C@H](C=O)CS/C=C/NC=O,-4.767
[CH2]C1=C[C@@H]2C(=O)C[C@H]1[C@@H]1CC(=O)C(OC)=CC21,-2.582
C[C@@H]1CC(OC(=O)c2ccc(O)c(O)c2)C[C@H](OC=O)O1,-6.297
CCC1c2cc(C=O)ccc2OC1c1ccc(O)c(O)c1,-8.084
CCCCCCC(=O)NCCc1ccc(OC)cc1,-6.693
CC(O)CC(C)C(O[C@H]1O[C@@H](C)CC[C@@H]1O)C(C)C,-5.66
C[C@@H]1CC[C@H](O[C@@H]2OCCC[C@H]2O)O1,-6.022
CO[C@@H](c1ccccc1)[C@H](O)[C@@H](C)[C@@H](O)C/C=C/C=O,-6.128
NCCOC(=O)[C@H]1C[C@@H](O)CNN1C=O,-5.53
CC(=O)O[C@H]1C[C@H](O[C@@H]2COC[C@@H](O)[C@@H]2O)OC[C@H]1O,-3.427
C=CC=CCC=CCC=CCC,-6.044
OCC1OCCCC1O,-4.561
CC1(C)[C@@H]2C(C=O)=CC[C@H]1[C@@H]2O,-4.831
O=CC1C2Cc3c([nH]c4ccccc34)[C@@H]3C[C@H]1CCN23,-4.148
CCCC1=CC(OCC)OC1=O,-5.844
CC[C@H]1C[C@@H](OC(C)=O)OC=C1[C@@H](O)CC=C(C)C,-6.351
C[C@H](C=O)[C@@H]1O[C@@]2(CC[C@H]1C)CC[C@H](C)[C@@H](C)O2,-5.494
CO[C@@H](CCC=O)[C@H](O)CC[C@H](C)C(=O)/C=C\[C@H]1CO1,-5.402
OC[C@@H]1C[C@H](O[C@@H]2C[C@@H](O)[C@H](O)CO2)CCO1,-5.764
OCCCC[C@](O)(CO)C[C@@H](O)CO,-5.68
C[C@@H]1C[C@H](O[Si](C)(C)C)[C@@H](O)CO1,-3.999
C=C(C)C(=O)O[C@H](CO)[C@H]1C(=C)C(=O)O[C@H]1C,-6.241
C[C@H](O)CCC(O)C(=O)N/C=C/C(=O)NCCCO,-6.362
O=P(O)(OC[C@H](O)CO)OC1C(O)CCCC1O,-5.092
COc1cc(/C=C/C(=O)O)cc2c1OC[C@@H]2C(=O)O,-6.904
CCOc1ccc(O)c(CC)c1CC,-5.734
CC1C(CNC=O)CC1c1cnc(N)[nH]1,-6.59
CC=CC(=O)C/C(C)=C\C=C/C(=O)O,-6.176
C[C@H](O)C[C@@](O)(C(=O)O)[C@H]1CC=CCO1,-5.555
CC(C)[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,-6.142
O=CN[C@@H](C=O)[C@H](O)[C@H](O)c1ccc(O)cc1,-6.398
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)[CH]C2C=C[C@H](C)C[C@H]21,-5.311
CC(=O)O[C@@H]1[C@@H]2C[C@]3(O[C@@H]2C)[C@H](C)CCC[C@@]3(C)[C@@H]1O,-3.512
NCc1cccc(CN)c1,-6.141
C=C(CC)[C@H](CC[C@@]1(C)O[C@@H]1CCCC)OO,-5.641
COc1cc2c(cc1O)C[C@H]1COC[C@@H]1C2,-7.61
CCCCC(NC(=O)C(N)CC)C(=O)O,-5.761
CC[C@H](O)C/C=C/[C@@H](CC)OC=O,-5.563
C=CC(C=O)=CC(C)C(C)OC(C)=O,-5.93
C[C@@H]1CN[C@@H](C(=O)N[C@@H](O)[C@H](O)CCN)[C@H]1O,-6.247
O=C1CC(c2ccccc2)=[O+]c2cc(O)c(O)c(O)c21,-9.119
O=C1C[C@H](O)c2cc3[nH]c4ccccc4c3cc21,-9.6
COc1cc2c(cc1O)CCN1Cc3ccccc3[C@@H](C)[C@H]21,-6.397
O=C1O[C@@H]2[C@@H](O)C[C@@H](CO)O[C@H]2c2ccccc21,-6.908
C=C(CC1C(O)CC(C)C1O)C(O)C(O)CC(C)(C)C,-5.862
C=C(C[C@@H]1CO1)[C@H](C)C[C@H](C)C(=C)C[C@@H]1CO1,-5.702
O=C/C=C/c1ccccc1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](CO)O1,-5.327
CC[C@@H](O)C[C@H]1O[C@H](CN)C[C@@H](O)C1(C)C,-4.768
CCN1C(=O)N[C@@H](CC(=O)N[C@H](CO)CC(C)C)C1=O,-5.105
C[C@@H]1C[C@@H](O[C@@H]2CC[C@H](O)[C@H](C)O2)CCO1,-4.343
CCNCC[C@@H]1C=CCc2ccccc21,-6.911
Cc1cc(=O)c2c(O)c3ccccc3cc2o1,-9.063
O[C@@H]1c2cc3c(cc2[C@]24C=C[C@H](O)C[C@H]2N1CC4)OCO3,-6.958
N[C@@H](C=O)C[C@@]1(O)C(=O)Nc2ccccc21,-6.198
CC1=C2[C@@H](COC1=O)[C@H](O)[C@H]1[C@]2(C)[C@@H]2O[C@@H]2C[C@]1(C)C=O,-1.147
CCOC(O)(C(N)=O)C(=O)Nc1ccccc1,-6.303
CC(C)(O)[C@H]1CC[C@]2(C)[C@@H](C(=O)O)[C@@](C)(O)CC[C@H]2O1,-1.567
[CH2]CCCCCCCCCCCCC(=O)CC,-5.577
Cc1cc2c(cc1O)[nH]c1ccc(O)cc12,-9.299
COC(=O)[C@H]1[C@@H]2[C@@H](O)OC=C(C(=O)O)[C@@H]2C[C@@H]1O,-5.562
CC[C@@H](O)C/C=C\C=C/[C@H](O)[C@H](C)[C@H](C)O,-6.11
CC[C@]1(O)C=CC(=O)/C1=C\C=C/[C@H](O)CCC=O,-6.288
CC(OC=O)[C@@H](C=O)NC(=O)CCCC(=O)O,-5.656
Cc1ccccc1C(=O)OC[C@@H]1CCCN2CCCC[C@@H]12,-4.898
CNC(=O)[C@@H]1CN(C=O)CC12CCCC2,-5.493
CCOC(=O)NS(=O)(=O)c1ccc(C)cc1,-6.398
C/C=C(/C)C(=O)O[C@@H]1C[C@@H](OC(=O)CC)[C@@H](O)CC1O,-3.904
CC1=C2C[C@H](C(C)C)CC[C@]2(C)CCC1,-5.827
CC/C(C)=C/CC[C@@](C)(O)[C@H](C)O,-5.851
C[C@@H]1O[C@@H](O[C@H]2CO[C@@H](O)[C@H](O)C2)[C@H](O)[C@H](O)[C@H]1O,-5.562
NC[C@@H]1CCCN1,-4.604
NC(=O)CN[C@@H](CN[C@@H](CC(=O)O)C(=O)O)C(=O)O,-6.329
Cc1cc2c(cc1O)C(=O)C(O)=CC2=O,-9
CC(=O)O[C@H]1[C@@H](O)[C@H](O)[C@@H](C)C[C@H]1C,-4.895
CO[C@@H]1[C@@H](O)[C@@H](OC)CO[C@@H]1O,-4.646
Nc1ccc(Nc2nc3ccccc3o2)cc1,-7.659
O=C1CCC(c2ccccc2)O1,-6.43
CC(C)[C@@H](CC(=O)N1CCOCC1)[C@H]1CCOC(C)(C)C1,-5.527
C[C@H](C(=O)O)[C@H]1Cc2c(cc3c(c2O)C(=O)NC3=O)O1,-8.6
CC=CC(O)C(C)(C)CCC1OC1C1OC1C,-5.001
C[Si](C)(C)Oc1ccccc1C=O,-4.994
CCOC(=O)NC1CCOC(C)C1O,-5.789
Cc1cc(C)nc(NC(=N)Nc2ccc(CC=O)cc2)n1,-7.615
NCCSC(=O)C1C(=O)CCCC1O,-5.72
NC(=O)[C@@H]1CSC=N1,-4.512
CC(CC(N)=O)OC1OCC(O)CC1N,-5.111
CCCCCCCCCCCC=CC(=O)CC,-5.903
CCC[C@H](O)[C@@H](O)C=CC#CCCCC(=O)O,-6.648
CCCC/C=C1\C[C@@H](C)OC1=O,-6.377
c1cncc(-c2nccc3c2[nH]c2ccccc23)c1,-8.837
CC[C@H](O)[C@@H](C)/C=C\C=C\C=O,-5.78
N[C@@H]1CCCC[C@@H]1CSS,-4.728
CC1CCC[C@@H](OC2OCC(O)C2O)O1,-6.019
CC(=O)[C@@H]1C[C@]2(OC(=O)CC2C)C(C)(C)CO1,-2.42
OC[C@H]1O[C@H](O[C@H]2[C@@H]3C=COC[C@@H]3[C@H]3O[C@H]32)CC[C@H]1O,-4.633
C[C@H]1C[C@H](O)[C@@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(=O)O,-1.063
CC(C)(C)OC(=O)N1[C@@H]2CCC[C@H]2C[C@H]1C(=O)O,-4.881
CC[C@]1(/C=C\C(=O)NCC=O)CO1,-4.948
OC[C@H]1O[C@@H](O[C@H]2OC[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,-4.603
CC[C@@H](O)[C@H](O)[C@H](O)[C@]1(C)C[C@@H](C)[C@@H](O)C[C@@H]1O,-4.596
CC(=O)OC[C@@H](C)NC(=O)C(Cl)Cl,-5.501
O=[N+]([O-])c1ccc[nH]1,-4.951
Cc1cc2ccc(O)cc2cc1O,-8.549
C[C@H]1CCC[C@@]2(C)CCC3C([C@H]12)C3(C)C,-5.549
O=CO[C@H]1[C@@H](OC=O)CO[C@H]1n1cccnc1=O,-4.541
C[CH]CC(C)C(C)O,-4.795
CC1=C(C(N)=O)[C@H](c2ccccc2)NC(=O)N1,-5.097
COC1=C(C)C(=O)N[C@H]1C,-5.236
COc1ccc(O)c(CC2NCCc3ccc(O)cc32)c1,-6.877
CCNc1ccc(CCC=O)cc1,-6.709
C[C@@H](NC=O)C(=O)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,-2.266
COc1cc([C@@H]2OC[C@H]3COC[C@H]32)cc2c1OC[C@@H]2CO,-4.893
Cc1cc2cc(C(C)C)ccc2cc1O,-8.741
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@@H]2O[C@@H](NC=O)C(=O)N12,-4.393
Oc1ccc(Oc2ccccc2)c(-c2ccccc2O)c1,-5.789
CC(=O)N/C=C/CC(CC(O)[C@@H]1CO1)OC=O,-5.827
NCc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1,-8.517
COc1ccc(CCN[C@H](C)[C@H](C)O)cc1OC,-6.074
Oc1cc2oc3c(O)ccc(O)c3c2cc1O,-8.564
O=CO[C@@H]1OCCC(O)[C@H]1OC=O,-4.901
CC#CC#CC#C/C=C\CC[C@H](O)CCO,-5.613
O=[N+]([O-])c1ccc2[nH]c(Cc3ccc(Cl)cc3)nc2c1,-7.297
CC[C@@]12CCC(C)(C)[C@@](C)(C1=O)C(O)=C(C=O)C2=O,-4.788
O[C@@H]1OCCc2cc3[nH]c4ccccc4c3cc21,-9.969
C/C=C1/CC(C=O)=CO[C@H]1O[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,-3.534
O=C(OCc1ccccc1)c1c(O)ccc(O)c1O,-7.866
OC[C@H]1O[C@@H](O[C@@H]2C[C@H](O)COC2O)C[C@@H](O)[C@@H]1O,-6.454
CCO[C@H]1C[C@@H](OC=O)C[C@@H](C)O1,-5.959
Cc1cc(O)c2c(c1)C(O)c1cccc(O)c1C2=O,-9.66
C/C=C/C=C/C=C/[C@H](C)[C@@H](O)CC,-5.819
Cc1cccc(OCc2ccccc2)c1,-7.362
C=CCC1=C[C@@]2(C[C@@H]3OC3(C)C)OCOC2=CC1=O,-4.691
COc1ccc2[nH]c(C(=O)NCC(N)=O)cc2c1,-9.043
CNC(=O)[C@H](C)NC(=O)CCc1oc(C)cc(=O)c1O,-6.949
CCC1CC[C@H]([C@@H](C)C(=O)O)O1,-5.478
C[C@@H]1[C@@H](C)[C@@H](C)C[C@H]1O,-5.725
C/C(=C\[C@H]1C[C@H](C)C[C@H]1O)[C@@H](C)OC(=O)c1cccnc1,-6.797
C[C@H](O)[C@@H](C=O)N1C(=O)CCC[C@@H]1O,-5.15
CCC=CCCCCCCCCCC(=O)O[C@@H](C)CO,-6.76
CCC/C=C\[C@H]1C=C(C)[C@@H](C)[C@H]2C(C)NC(=O)[C@H]21,-5.38
CCC(C)CC(=O)O[C@H](CC=O)COC=O,-5.472
COc1cc(O)cc2c1[C@@H](OC)OC2,-6.71
COc1ccc2c(c1)O[C@@H](c1ccc(O)cc1)CC2=O,-6.343
C=C1C(=O)OC[C@H]1[C@H](OC(=O)/C(C)=C/C)[C@@H](O)[C@@H](C)O,-5.013
NC(=O)C1=C(N)O[C@@H]2c3ccccc3O[C@H]2C1,-8.726
C[C@@H]1OCC[C@H](O)C1N,-4.283
CC[C@@H](C)C(=O)O[C@H]1C[C@@H](O)[C@H](C)O[C@@H]1O,-6.49
Cc1nnc(S[C@H]2CC[C@H](O)CO2)n1C,-6.122
O=c1oc2ccccc2c2oc3ccccc3c(=O)c12,-9.382
C[C@H](N)C(=O)N[C@H](C=O)CN,-4.949
C[C@@H]1O[C@]23[C@H]([C@H](O)[C@@H](O)[C@H]1[C@H]2O)[C@@H](O)CC[C@H]3C,-1.785
CC[C@@H](C)CC1=N[C@H](C=O)CS1,-5.581
CCCC[C@@H]1[C@@]2(C)CC[C@H](O)[C@H](C)[C@@H]2[C@@H](O)C[C@@]1(C)O,-1.376
C[C@H](N)/C(O)=N\[C@@H](CCCCN)/C(O)=N\[C@H](C=O)CO,-4.959
COC(=O)Cc1ccc(C)cc1CC=O,-6.565
CN[C@@H](C)[C@@H](O)c1ccc(O)cc1,-6.461
O=COC[C@@]1(O)O[C@H]([C@H](O)CO)[C@@H](O)[C@@H]1O,-5.987
CC(=O)Oc1cc(CCO[C@@H]2OCCC[C@H]2O)ccc1O,-6.631
CO[C@@H]1C=C[C@H](OC(=O)c2ccccc2)[C@@H](O)[C@@H]1O,-6.789
CCCCC(CC)C(C)CO,-5.428
Cc1ccc(COc2ccc3c(C)cc(=O)oc3c2C)cc1,-6.863
CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](OC(C)=O)[C@@H]1O,-5.755
NC1=N[C@H](CCSS)CCN1,-5.701
C[C@H]1O[C@@H](O)[C@H](O)C[C@@H]1O[C@@H]1OC[C@@H](O)[C@@H](O)[C@H]1O,-4.239
O=CN[C@H]1CCN(C(=O)O)[C@@H]1C(=O)O,-5.803
COc1cccc(CC[C@H]2c3ccccc3CCN2C)c1,-4.699
COc1cccc([C@@H](O)[C@@H]2CO[C@H](c3ccccc3)C2)c1,-5.979
OC[C@H]1O[C@@H](CO[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,-5.328
COC(=O)c1ccc2c(O)c(O)ccc2c1O,-8.482
N[C@@H]1NCCc2cc(CCC(=O)C3C=CN=C3)ccc21,-8.252
CCCCc1ccc(NC(=O)CC)cc1,-7.448
CC1=C[C@H](/C=C(/C)CCCO)[C@@H](CC=O)CC1,-6.497
CC1(C)C[C@H]2[C@@]1(O)[C@@H](O)C[C@]1(C)C(=O)C=C[C@]21CO,-4.357
CC[C@@](C)(C(=O)C[C@H](C(=O)O)[C@@H](C)C(C)=O)C(=O)OC,-4.442
C[C@@]12CCCC1C1CC(=O)[C@H]3C[C@@H](O)CC[C@]3(C)C1CC2,-0.648
NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCCN1,-5.823
CC[C@@H](C=O)O[C@H]1C[C@]2(C)OC(C)N(C)[C@@H]2[C@H](C)O1,-3.367
CCCCCC[C@H](C)[C@@H](CCO)[C@H](OC=O)C(N)=O,-6.046
C=C(NC(C)=O)C(=O)N[C@@H](C=O)[C@H](C)OC,-5.682
O=C1c2c([nH]c3ccccc23)N=C2C=CC=CC12,-9.534
C[C@H](O)c1nccc2c1[nH]c1ccccc12,-8.821
Oc1ccc2c(c1)-c1cc(O)c(O)cc1CC2,-9.003
CC#CC[C@@]1(NC)CC[C@@H](O)C[C@@H]1O,-3.731
COc1cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3)ccc1O,-6.832
O=CC1(N2CCC[C@H]2C(=O)N2CCOCC2)COC1,-3.95
CC[C@H](OC)[C@H](O)CC[C@H](C)[C@H](O)/C=C/[C@H]1CO1,-5.526
C[C@H]1[C@H](O)O[C@H](CO)C[C@@H]1O,-6.106
CCC[C@@H](C)C=CC=C1COC2[C@H](O)C(CO)=CC[C@]12O,-5.153
C[C@H]1CC[C@@H](C=CC(=O)CCc2ccc(O)c(O)c2)C1,-6.425
CO[C@H]1OC(=C[C@@](C)(O)CC=O)C=C1C=O,-6.049
CO[C@H]1CO[C@H](COC(C)=O)C[C@H]1O,-4.578
C/C(=C\[C@H]1[C@@H](O)[C@H](C)C[C@@H]1C=O)CCC=O,-4.34
C/C(C=O)=C/[C@H]1[C@@H](O)[C@H](C)C[C@@H]1[C@H](O)C(C)C,-5.19
CN1C2[C@H](CO)CC1[C@@H]1OC[C@H]3c4ccccc4C[C@@H]2N31,-3.121
C=C(Cc1ccc(O)cc1)c1cccc(C)c1,-7.459
C[C@@H]1O[C@H](O[C@H]2CCOC[C@@H]2O)[C@@H](N)[C@H](O)[C@H]1O,-5.246
Cc1cccc(/C=C2/NC(=O)[C@H](CC(C)C)NC2=O)c1,-6.664
O=C(Oc1c(O)cccc1O)c1cc(O)c(O)c(O)c1,-7.27
Cc1cc2[nH]c(C(=O)O)c(O)c(=O)c2cc1C,-8.512
CNC(=O)[C@H]1N=C([C@@H]2CCCN2C(C)=O)O[C@@H]1C,-4.666
C=C1[C@H]2CC(=O)[C@@H]([C@@H](C)OC(C)=O)[C@@H]2CC[C@@H]1O,-5.895
Cc1c[nH]c(C=C2C(=O)Nc3ccccc32)c1,-9.01
CC[C@H](C=O)[C@H]1CC[C@@H](OC)CC1,-6.249
O=c1c2ccccc2c2nccc3c4ccc(O)cc4n1c32,-9.062
CCCC(=O)N1CCC(C(=O)N2CCC[C@@H]2C(=O)O)CC1,-5.106
Cc1nnc(S[C@H]2CCC[C@@H](CO)O2)n1C,-6.545
COc1ccc(C(=O)O[C@H]2CCCOC2O)cc1,-7.227
CC1(C)O[C@@]23C[C@@H]1CC[C@]2(C)CC[C@H](O)[C@]3(C)O,-3.575
NCC(=O)N1CCCc2c1c(=O)oc1ccc(O)cc21,-8.511
COC(=O)c1cc(-c2c[nH]c3ccccc23)c(C(=O)O)[nH]1,-6.844
CC(=O)/C=C/[C@@H]1[C@@]2(C)CCCC(C)(C)[C@H]2CC[C@@]1(C)O,-5.474
CCc1cc(CC=O)c(O)cc1OC,-6.889
CCSSCC(N)C1=N[C@H](C=O)[C@@H](C)O1,-5.157
C=C(CC)C(OC(C)=O)C1CC(C)(O)CC1O,-5.977
COC(=O)c1c(C)oc2ccc(OCC#N)cc12,-7.546
CCC=CCCCC(=O)OCC(O)COP(=O)(O)O,-6.626
NC(N)c1ccc2c(c1)CC[C@H](C(=O)C1C=CN=C1)C2,-8.486
C[C@H]1[C@H](C)C[C@@H](OC=O)[C@]23COCC2=C[C@H](O)C[C@H]13,-1.968
COC[C@H]1CC[C@@H](O)[C@@H](OC)O1,-4.606
C[C@@H](O)C[C@H]1O[C@H](O)c2cc(O)c(O)c(O)c2[C@@H]1O,-8.518
CC(C)CC/N=C(\O)[C@@H](N)[C@@H](C)OC=O,-5.933
CN1[C@@H]2CCC[C@H]1[C@@H](O)C2,-4.193
C/C=C/C=C/C=C/C[C@H](O)CC/C=C/CCC,-5.718
CC(=O)NC=CC[C@H](O)CC[C@@H]1CO1,-5.766
CC(C)C(=O)N1CCCCC1,-5.565
C#C[C@@H](O)/C=C/CCCCCCC(=O)OC,-6.074
Cc1cc(O)c2c(=O)c3ccc(O)cc3oc2c1,-9.168
OC[C@@H]1C[C@H](O)[C@H](O)[C@H](O[C@H]2CC[C@H](O)O[C@@H]2CO)O1,-4.811
CC(C)[C@H](NC(=O)N[C@H](C(=O)O)C(C)C)C(N)=O,-4.599
OC[C@H](O)[C@H]1OC(O)[C@@H](O)C[C@@H]1O,-5.81
NCCCC[C@H]1COC(=O)N1,-5.448
C[C@H]1C(=O)C=C[C@@]2(C)c3c(O)cccc3[C@H](O)C[C@@H]12,-4.484
C[C@@]1(O)C[C@@H](COC=O)O[C@H]1O,-4.422
CC=C[C@@H](OCC[C@@H](C)CO)[C@@H](C)O,-5.675
O=C(/C=C/c1ccccc1)O[C@@H]1CCCOC1,-5.469
C/C=C(\C)C(=O)O[C@@H](CCC)C1=C(C)C(=O)OC1,-5.519
COc1ccc2c3c(ccc2c1)C(=O)C(O)=CC3=O,-8.864
CCCc1ccc2c(c1O)C(=O)c1ccc(O)cc1C2=O,-8.814
C[C@@H](O)[C@@H](C=O)/N=C(\O)[C@@H]1CCCN1C=O,-5.328
C[C@@H]1CN=C([C@H](C)N)O1,-5.014
C=C1[C@H]2C[C@H]2[C@]2(C)C=C3OC(=O)C(C)=C3C[C@@H]12,-5.767
CO[C@@H]1O[C@@H]2COCO[C@@H]2[C@H](O)[C@H]1O,-5.238
CO[C@@H]1C[C@@H](C)O[C@]2(OC(C)CC2C)[C@@H]1C,-1.927
CCCC[C@@H](C[C@H](CO)OC(C)=O)OC(C)=O,-5.637
CC1C(OC2COCC(O)C2O)OC(CO)C(O)C1O,-3.926
C/C(=C/C[C@H](O)C(C)C)C(=O)O,-5.917
C[C@@H]1C[C@H](O)[C@@H](O[C@H]2O[C@@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)O1,-5.148
CC[C@@H](CC(=O)OC)C[C@H](O)CC(C)=CC=CCCC=O,-5.549
C[C@@H]1O[C@H](O[C@@H]2C[C@@H](O)CO[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,-4.95
CO[C@@]1(CO)OC[C@@H](O)[C@@H](O)[C@@H]1O,-4.191
CC1(C)C=Cc2c(ccc3cc4ccoc4nc23)O1,-9.088
CC(C)CCC(=O)NCCCN1CCOCC1,-5.063
C[C@H]1O[C@@H](Sc2cn[nH]c(=O)c2)CC[C@@H]1O,-5.356
Cc1cccc(-c2cnc3ccc(C(N)=O)cc3n2)c1,-9.159
Cc1c(O)cc2c3c1[C@H](C)[C@@H](C)O[C@@H]3CCO2,-6.733
C=CC1C2C=C(CO)CC1c1ccc(=O)[nH]c1C2,-3.241
CNC(=O)c1n[nH]c2c1COc1ccccc1-2,-8.907
C#[N+][C@H](C(=O)O[C@H](CO)[C@H](O)CCC)C(C)C,-5.36
C/N=C(\O)[C@H](/N=C(\O)CN(C)C=O)C(C)C,-5.971
CCC(N)Cc1cccc(OC)c1,-6.57
C[C@H]1OC[C@H](Oc2cc(O)c(O)c(O)c2)C[C@@H]1O,-6.719
CO[C@H]1C[C@@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O1,-4.695
CC(=O)O/C=C(\C)[C@@H]1CC[C@H](C)[C@H]1CO,-5.348
C[C@@H]1C[C@@H](O)[C@@H](O)[C@H](O[C@H]2C[C@@H](O)O[C@H](C)[C@@H]2O)O1,-5.483
NC(=O)[C@@H](Cc1ccccc1)NC=O,-6.808
C=C1CCC[C@](C)([C@H](C)OC(C)=O)[C@@H]1CO,-3.653
CC(=O)OC1CCOC1(C)OC1OCCCC1O,-4.169
CC(=O)NCCN[C@H]1CCOC(C)(C)C1,-5.994
O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,-5.877
CCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,-5.752
COC1OC(OO)C(O)C(O)C1O,-6.034
C=CCC/C=C(\C)C[C@@H](C)CC[C@@H]1CC[C@@H](C)[C@H](O)O1,-5.332
C=C(CC/C=C\[C@@H](O)CC(=O)O)C[C@@H](C)C/C=C\C,-7.164
COC(=O)N[C@@H](C(C)C)[P@](=O)(O)CCC(=O)O,-5.264
O[C@]12CCC[C@H]1CCc1ccccc12,-7.989
Cc1cc(O)c(C(N)=O)c2nc(-c3ncncc3O)oc12,-5.534
CCCc1ccc(C[C@H]2CC[C@H](Cc3ccccc3)C2)cc1,-7.007
COCc1ccc(OC(C)=O)cc1CS(C)(=O)=O,-4.029
CCC(C)C(C=O)NC(=O)C(NC(=O)CN)C(C)CC,-4.211
O=Cc1c(NC(=O)CS)sc2c1CCCC2,-6.301
OC[C@@H]1CCC(O)(O)O1,-4.378
CC(=O)NCCOP(=O)(O)OC[C@H](O)CO,-5.306
O=C1c2c(O)cccc2-n2c1nc1ccccc1c2=O,-8.474
CC12CCCC3(C)c4cc(O)ccc4CC(OC1=O)C23,-1.164
CCCCCCCCCC(=O)N[C@@H](C=O)[C@@H](O)C(=O)O,-6.371
[CH2]CCCC[C@](C)(O)C=C,-5.257
OC[C@H](Cc1ccccc1)NC(O)O,-7.054
CSCCCC(=O)N[C@H](C=O)[C@@H](C)O,-5.481
C/C=C(\C)CCC(=O)NC,-5.733
C[C@H]1O[C@H](O[C@@H]2COC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-5.186
CO[C@H]1C[C@@H](OC)[C@H](C)O[C@H]1OC=O,-5.035
C[C@@]12CC[C@@H](O)C[C@@H]1[C@@](C)(O)CC[C@H]2O,-5.079
CCCc1cc(OC(C)=O)ccc1C=O,-6.655
C[C@]12CCC[C@@](C)(C(=O)O)[C@@H]1CCC(=O)C2,-5.888
CC(=O)OC[C@@]1(O)C=C[C@@H]2C(C(=O)O)=COC(O)[C@@H]21,-5.468
C[C@H]1c2cccc(O)c2CC[N+]1(C)C,-5.491
COc1ccc(CC#Cc2nc(N)ccc2C)cc1O,-7.831
C[C@H]1C[C@@H](N)C[C@H](OCCC=O)O1,-4.672
C[C@H](O)C(O)C(O)/C=C/CO,-5.403
CCCNC(=O)C[C@@H]1NC(=O)N(c2ccccc2)C1=O,-6.264
C/C=C/c1ccc(O)c([C@H](C)COC(C)=O)c1,-7.122
C[C@H]1[C@H]2C[C@H](O)C=C3COC[C@@]32[C@@H](O)C[C@@H]1C,-5.337
COc1ccccc1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-5.219
N#CC1CC(Br)C(Br)N1,-5.12
CO[C@@H](C)Cc1nccs1,-4.693
COc1cc2c3c(cc4ccc(O)cc4c3c1O)N=C2O,-8.48
CC[C@H](C)C(=O)OCC[C@@]1(C)O[C@@H]1CCCCO,-5.548
CNC(=O)CC[C@H](O)C(N)=O,-5.417
O[C@@H]1[C@@H](O[C@H]2OC[C@H](O)[C@H]2O)[C@H](O)CO[C@H]1O,-6.279
C[C@@H]1O[C@@]23[C@H](CC[C@H](O)[C@@]2(C)O)[C@@H](O)[C@@H](O)[C@H]1[C@@H]3O,-4.04
C=C(CC1CC(C)CC1O)C(O)C(O)CC(C)C,-6.234
C=C(CC)C[C@@H](O)[C@H]1O[C@@H]1[C@@H]1CC(=C)CO1,-5.78
CN[C@H]1[C@H](O)[C@@H](O)[C@H](N)[C@@H](O)[C@@H]1O,-5.861
Cc1cc(C)cc(N2C(=O)CC(c3ccccc3)CC2=O)c1,-4.529
